Ad Hoc,Start of data coverage period,End of data coverage period,Governorate,Governorate p-code,District,District p-code,Sub-district,Sub-district p-code,Community/Neighbourhood/Camp/Informal settlement,Community/Neighbourhood/Camp/Informal settlement p-code,Closest p-code (in cases of unrecognised informal settlements and villages),Consolidated p-code list,# IDP HH in community as of the last day of the coverage period,# IDP individuals in community as of the last day of the coverage period,# IDP HH arrived during the coverage period,# IDP individuals arrived during the coverage period,IDPs arrived - Governorate of last place of departure 1,IDPs arrived - Governorate of last place of departure 1 (p-code),IDPs arrived - District of last place of departure 1,IDPs arrived - District of last place of departure 1 (p-code),IDPs arrived - Sub-district of last place of departure 1,IDPs arrived - Sub-district of last place of departure 1 (p-code),IDPs arrived - Community of last place of departure 1,IDPs arrived - Community of last place of departure 1 (p-code),IDPs arrived - # IDPs from last place of departure 1,IDPs arrived - Governorate of last place of departure 2,IDPs arrived - Governorate of last place of departure 2 (p-code),IDPs arrived - District of last place of departure 2,IDPs arrived - District of last place of departure 2 (p-code),IDPs arrived - Sub-district of last place of departure 2,IDPs arrived - Sub-district of last place of departure 2 (p-code),IDPs arrived - Community of last place of departure 2,IDPs arrived - Community of last place of departure 2 (p-code),IDPs arrived - # IDPs from last place of departure 2,IDPs arrived - Governorate of last place of departure 3,IDPs arrived - Governorate of last place of departure 3 (p-code),IDPs arrived - District of last place of departure 3,IDPs arrived - District of last place of departure 3 (p-code),IDPs arrived - Sub-district of last place of departure 3,IDPs arrived - Sub-district of last place of departure 3 (p-code),IDPs arrived - Community of last place of departure 3,IDPs arrived - Community of last place of departure 3 (p-code),IDPs arrived - # IDPs from last place of departure 3,IDPs arrived - Governorate of last place of departure 4,IDPs arrived - Governorate of last place of departure 4 (p-code),IDPs arrived - District of last place of departure 4,IDPs arrived - District of last place of departure 4 (p-code),IDPs arrived - Sub-district of last place of departure 4,IDPs arrived - Sub-district of last place of departure 4 (p-code),IDPs arrived - Community of last place of departure 4,IDPs arrived - Community of last place of departure 4 (p-code),IDPs arrived - # IDPs from last place of departure 4,IDPs arrived - Governorate of last place of departure 5,IDPs arrived - Governorate of last place of departure 5 (p-code),IDPs arrived - District of last place of departure 5,IDPs arrived - District of last place of departure 5 (p-code),IDPs arrived - Sub-district of last place of departure 5,IDPs arrived - Sub-district of last place of departure 5 (p-code),IDPs arrived - Community of last place of departure 5,IDPs arrived - Community of last place of departure 5 (p-code),IDPs arrived - # IDPs from last place of departure 5,IDPs arrived - # IDP individuals arriving from unknown/unreported last places of departure,Are female-headed households present amongst IDP arrivals?,Are women travelling alone present amongst IDP arrivals?,Are child-headed households present amongst IDP arrivals?,Are orphans present amongst IDP arrivals?,Are elderly-headed households present amongst IDP arrivals?,Are elderly travelling alone present amongst IDP arrivals?,Are disabled-headed households present amongst IDP arrivals?,Are individuals with disabilities travelling alone present amongst IDP arrivals?,Most common shelter type for new arrivals,% in most common shelter type for new arrivals,2nd most common shelter type for new arrivals,% in 2nd most common shelter type for new arrivals,3rd most common shelter type for new arrivals,% in 3rd most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,% in most common tenancy type for new arrivals,2nd most common tenancy type for new arrivals,% in 2nd most common tenancy type for new arrivals,3rd most common tenancy type for new arrivals,% in 3rd most common tenancy type for new arrivals,1st Priority need of new IDP arrivals,2nd Priority need of new IDP arrivals,3rd Priority need of new IDP arrivals,Additional information on priority needs,# Resident population HHs as of the last day of the coverage period,# Resident population individuals as of the last day of the coverage period,# Spontaneous returns (HH) during the coverage period,# Spontaneous returns (Individuals) during the coverage period,Spontaneous returns - Governorate of last place of departure 1,Spontaneous returns - Governorate of last place of departure 1 (p-code),Spontaneous returns - District of last place of departure 1,Spontaneous returns - District of last place of departure 1 (p-code),Spontaneous returns - Sub-district of last place of departure 1,Spontaneous returns - Sub-district of last place of departure 1 (p-code),Spontaneous returns - Community of last place of departure 1,Spontaneous returns - Community of last place of departure 1 (p-code),Spontaneous returns - # Individuals from last place of departure 1,Spontaneous returns - Governorate of last place of departure 2,Spontaneous returns - Governorate of last place of departure 2 (p-code),Spontaneous returns - District of last place of departure 2,Spontaneous returns - District of last place of departure 2 (p-code),Spontaneous returns - Sub-district of last place of departure 2,Spontaneous returns - Sub-district of last place of departure 2 (p-code),Spontaneous returns - Community of last place of departure 2,Spontaneous returns - Community of last place of departure 2 (p-code),Spontaneous returns - # Individuals from last place of departure 2,Spontaneous returns - Governorate of last place of departure 3,Spontaneous returns - Governorate of last place of departure 3 (p-code),Spontaneous returns - District of last place of departure 3,Spontaneous returns - District of last place of departure 3 (p-code),Spontaneous returns - Sub-district of last place of departure 3,Spontaneous returns - Sub-district of last place of departure 3 (p-code),Spontaneous returns - Community of last place of departure 3,Spontaneous returns - Community of last place of departure 3 (p-code),Spontaneous returns - # Individuals from last place of departure 3,Spontaneous returns - Governorate of last place of departure 4,Spontaneous returns - Governorate of last place of departure 4 (p-code),Spontaneous returns - District of last place of departure 4,Spontaneous returns - District of last place of departure 4 (p-code),Spontaneous returns - Sub-district of last place of departure 4,Spontaneous returns - Sub-district of last place of departure 4 (p-code),Spontaneous returns - Community of last place of departure 4,Spontaneous returns - Community of last place of departure 4 (p-code),Spontaneous returns - # Individuals from last place of departure 4,Spontaneous returns - Governorate of last place of departure 5,Spontaneous returns - Governorate of last place of departure 5 (p-code),Spontaneous returns - District of last place of departure 5,Spontaneous returns - District of last place of departure 5 (p-code),Spontaneous returns - Sub-district of last place of departure 5,Spontaneous returns - Sub-district of last place of departure 5 (p-code),Spontaneous returns - Community of last place of departure 5,Spontaneous returns - Community of last place of departure 5 (p-code),Spontaneous returns - # Individuals from last place of departure 5,Spontaneous returns - # SR individuals arriving from unknown/unreported last places of departure,1st KI,2nd KI,Interview type
Ad hoc,21/02/2019,24/02/2019,Idleb,SY07,Idleb,SY0700,Idleb,SY070000,Qminas,C3876,C3876,C3876,569,"3,243",20,114,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Jarjnaz,C3977,68,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Telamnas,C3974,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,No,No,No,No,No,No,No,Solid/finished house,91 to 100 percent,NA,NA,NA,NA,Hosting without rent,76 to 100 percent,NA,NA,NA,NA,Cash/voucher assistance,Winterisation or equivalent,Food,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Local Relief Committees,Local Council,Remotely
Ad hoc,24/02/2019,24/02/2019,Aleppo,SY02,Al Bab,SY0202,Ar-Ra'ee,SY020203,Tweiran,C1259,C1259,C1259,50,285,3,17,Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Not sure,Not sure,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,No,No,No,No,No,No,No,Solid/finished house,91 to 100 percent,NA,NA,NA,NA,Renting,51 to 75 percent,Hosting without rent,26 to 50 percent,NA,NA,Shelter,NFIs,Education,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Local Relief Committees,Community Leaders (IDPs) - Elders,Remotely
Ad hoc,24/02/2019,24/02/2019,Aleppo,SY02,Al Bab,SY0202,Ar-Ra'ee,SY020203,Zalaf,C1266,C1266,C1266,56,319,5,29,Idleb,SY07,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,No,No,No,No,No,No,No,Solid/finished house,51 to 60 percent,Individual tent,21 to 30 percent,Not sure,Not sure,Hosting without rent,51 to 75 percent,Ownership,26 to 50 percent,NA,NA,Health,NFIs,Cash/voucher assistance,NA,101,576,2,11,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (Resident/Pre-Conflict Population) - Mukhtar,Teacher,Remotely
Ad hoc,24/02/2019,24/02/2019,Aleppo,SY02,Al Bab,SY0202,Ar-Ra'ee,SY020203,Ayyasha,C1270,C1270,C1270,76,433,3,17,Aleppo,SY02,Afrin,SY0203,Afrin,SY020300,Not sure,Not sure,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,No,No,No,No,No,No,No,Solid/finished house,91 to 100 percent,NA,NA,NA,NA,Renting,76 to 100 percent,NA,NA,NA,NA,Safety and security,Shelter,NFIs,NA,113,644,2,11,Aleppo,SY02,Jebel Saman,SY0200,Not sure,Not sure,Not sure,Not sure,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (Resident/Pre-Conflict Population) - Mukhtar,Local Charities,Remotely
Ad hoc,24/02/2019,24/02/2019,Aleppo,SY02,Al Bab,SY0202,Ar-Ra'ee,SY020203,Karsanli,C1274,C1274,C1274,75,428,7,40,Idleb,SY07,Idleb,SY0700,Not sure,Not sure,Not sure,Not sure,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,Yes,No,No,No,No,No,No,Solid/finished house,91 to 100 percent,NA,NA,NA,NA,Hosting without rent,51 to 75 percent,Renting,26 to 50 percent,NA,NA,Shelter,Health,Winterisation or equivalent,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (IDPs) - Religious,NGOs,Remotely
Ad hoc,23/02/2019,25/02/2019,Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Alyeh (Mhambal),C6613,C6613,C6613,22,125,7,40,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Not sure,Not sure,23,Idleb,SY07,Al Ma'ra,SY0702,Khan Shaykun,SY070201,Hbit,C3989,11,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Jarjnaz,C3977,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,No,No,No,No,No,No,No,No,Solid/finished house,91 to 100 percent,NA,NA,NA,NA,Hosting without rent,76 to 100 percent,NA,NA,NA,NA,Safety and security,Food,Health,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Local Charities,Teacher,Face-to-face
Ad hoc,24/02/2019,25/02/2019,Aleppo,SY02,Jebel Saman,SY0200,Daret Azza,SY020004,Zarzita,C1138,C1138,C1138,180,"1,026",27,154,Idleb,SY07,Al Ma'ra,SY0702,Khan Shaykun,SY070201,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,154,No,No,No,No,No,No,No,No,Solid/finished apartment,61 to 70 percent,Solid/finished house,21 to 30 percent,NA,NA,Renting,51 to 75 percent,Unauthorised squatting,0 to 25 percent,NA,NA,Safety and security,Food,Cash/voucher assistance,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (IDPs) - Elders,Local Council,Face-to-face
Ad hoc,24/02/2019,25/02/2019,Aleppo,SY02,Jebel Saman,SY0200,Daret Azza,SY020004,Hur,C1140,C1140,C1140,156,889,11,63,Hama,SY05,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,63,No,No,No,No,No,No,No,No,Solid/finished apartment,51 to 60 percent,Solid/finished house,31 to 40 percent,NA,NA,Renting,26 to 50 percent,Hosting without rent,26 to 50 percent,NA,NA,Safety and security,Health,NFIs,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (IDPs) - Religious,Local Council,Face-to-face
Ad hoc,24/02/2019,25/02/2019,Aleppo,SY02,Jebel Saman,SY0200,Daret Azza,SY020004,Bshantara,C1141,C1141,C1141,105,599,11,63,Idleb,SY07,Al Ma'ra,SY0702,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,63,No,No,No,No,No,No,No,No,Solid/finished apartment,61 to 70 percent,Solid/finished house,21 to 30 percent,NA,NA,Renting,51 to 75 percent,Hosting without rent,0 to 25 percent,NA,NA,Health,NFIs,Winterisation or equivalent,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Community Leaders (IDPs) - Elders,Local Council,Face-to-face
Ad hoc,24/02/2019,25/02/2019,Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Banin,C4274,C4274,C4274,654,"3,728",52,296,Idleb,SY07,Al Ma'ra,SY0702,Ma'arrat An Nu'man,SY070200,Jarjnaz,C3977,74,Idleb,SY07,Al Ma'ra,SY0702,Heish,SY070205,Tah,C4099,86,Idleb,SY07,Al Ma'ra,SY0702,Sanjar,SY070202,Sanjar,C4024,40,Idleb,SY07,Idleb,SY0700,Abul Thohur,SY070001,Abul Thohur,C3891,68,Idleb,SY07,Al Ma'ra,SY0702,Khan Shaykun,SY070201,Not sure,Not sure,29,0,Yes,No,No,No,Yes,No,No,No,Informal settlement,91 to 100 percent,NA,NA,NA,NA,Not applicable,76 to 100 percent,NA,NA,NA,NA,NFIs,Winterisation or equivalent,Food,NA,No data,No data,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Local Relief Committees,Local Charities,Face-to-face
